season,average_day_temp,average_night_temp,total_sunshine_hours,total_rainfall,suitability
pre-kharif,34.1,23.3,1269.4919422827747,1104.1803608305781,not suitable
rabi,25.4,21.1,1027.3383957864057,557.9689898652175,not suitable
pre-kharif,31.0,21.1,1108.4447814708403,846.5367611112492,not suitable
rabi,24.1,19.3,985.8280356567398,898.5506971431065,not suitable
pre-kharif,31.5,24.4,1104.4303584345687,923.0716164034005,not suitable
kharif,30.0,21.2,1136.6823838204384,1207.9244814119072,suitable
kharif,22.4,19.5,691.4323307517876,1309.7723748000856,not suitable
kharif,27.1,20.0,990.8094502080644,1112.3564393617091,not suitable
kharif,28.8,21.6,991.7982440058768,1210.2592721765216,not suitable
pre-kharif,24.7,21.6,743.7307480217278,1459.6082590644046,not suitable
pre-kharif,28.5,20.6,884.3128645351823,922.0853664698052,not suitable
kharif,29.3,20.8,1150.1196600330397,1711.748920068818,not suitable
kharif,27.6,21.9,1051.588011543712,1141.1827474865345,suitable
rabi,24.5,22.0,907.8722662130605,895.7700593798448,not suitable
rabi,28.0,19.3,1129.6235229271397,693.4954236891933,not suitable
rabi,23.5,20.9,854.7867499437189,667.2674961550674,not suitable
rabi,26.6,19.4,1078.4006278543582,750.6955171476604,not suitable
kharif,30.7,19.5,1045.441961022246,1243.6841256382556,not suitable
pre-kharif,30.9,25.9,984.4581761930601,852.3395413731653,not suitable
rabi,28.2,19.5,1159.8577243167429,588.0596420479023,not suitable
kharif,25.6,18.7,828.9093025733325,1180.7692312099837,not suitable
kharif,28.1,21.0,1067.9038936449497,1282.5871692912524,suitable
pre-kharif,30.8,20.0,948.5881786228243,1263.8160533749608,not suitable
kharif,30.6,22.2,1057.3510236073832,1183.3332268993424,suitable
kharif,24.1,21.7,835.7778761729975,1264.0207986803196,not suitable
rabi,24.4,18.7,894.5172221943255,1051.3829044358763,not suitable
kharif,32.6,22.1,1198.3729623177087,1196.5650468758074,suitable
kharif,31.3,20.8,1153.0391898259936,1468.3066260919102,suitable
rabi,20.3,19.2,837.680594613006,1327.4278550627432,not suitable
pre-kharif,38.5,17.7,1192.0136339419785,810.4153458718529,not suitable
kharif,28.8,22.3,967.8106744246888,1312.303411650843,not suitable
pre-kharif,30.0,21.2,1043.897446445097,870.5860738497213,not suitable
rabi,24.3,21.0,908.274040533638,750.4108946913209,not suitable
rabi,25.9,16.7,1083.1080264511606,709.6301235657202,not suitable
pre-kharif,30.7,25.7,1078.0802982424752,561.1118840931503,not suitable
rabi,27.9,19.9,1141.846962537151,625.6716964449198,not suitable
pre-kharif,29.9,24.1,1033.6361126422948,1206.4501468715523,not suitable
rabi,23.9,20.0,984.8830576366735,651.3753730941171,not suitable
rabi,29.6,18.4,1224.196146740012,1074.441216390434,not suitable
rabi,21.2,18.5,865.9890940976668,1003.5065712811731,not suitable
pre-kharif,27.3,23.8,931.1444668067436,1276.4659440940113,not suitable
rabi,25.3,19.4,1069.9981574430885,1455.7850592002899,not suitable
rabi,23.8,19.7,1065.464108862132,698.6024639817296,not suitable
kharif,26.3,20.6,915.4071048609837,1157.9331518074257,not suitable
rabi,28.4,22.2,1222.1176287265898,675.5159138017058,not suitable
pre-kharif,23.5,21.4,678.0696429078408,861.1863475458088,not suitable
rabi,20.1,21.3,838.2055381011329,642.6581927171422,not suitable
pre-kharif,31.5,25.5,1058.5186988041305,1126.597168991538,not suitable
rabi,25.8,19.8,985.7787062798122,870.5583136242135,not suitable
kharif,28.1,20.6,981.5163316780062,716.2199742689643,not suitable
pre-kharif,30.5,22.5,985.1658409794185,910.9915658309977,not suitable
pre-kharif,28.0,22.7,1008.3843718335788,885.9177844987771,not suitable
pre-kharif,25.1,22.4,783.4514304803042,1272.0662621653842,not suitable
kharif,28.3,21.1,1017.5582669568296,1163.9216540664445,suitable
kharif,29.3,23.8,1077.1481807671871,1085.340186113861,not suitable
kharif,30.6,22.8,1137.9250663512921,1299.5437069820216,suitable
pre-kharif,31.7,21.8,1047.2808413653443,895.9139763341869,not suitable
pre-kharif,29.9,20.9,901.5536054806053,1057.2179888933372,not suitable
rabi,24.2,19.4,848.6793307284717,853.3358078602657,not suitable
pre-kharif,31.9,22.3,1146.1843947016673,1031.605053636199,not suitable
rabi,28.2,17.9,1184.6220895904823,815.2830190537852,not suitable
rabi,22.1,19.4,860.7060896000428,736.0549532750713,not suitable
kharif,26.5,21.6,915.3187739613884,1620.0114814058168,not suitable
kharif,28.8,21.0,963.2937520694837,1052.8280683499513,not suitable
rabi,26.6,19.3,1018.0285891412115,1032.215362394909,not suitable
pre-kharif,36.2,22.7,1227.7351947413472,807.2265853074771,not suitable
pre-kharif,22.6,22.8,771.4770758271553,1213.147923584442,not suitable
pre-kharif,27.6,21.9,757.2367388401099,1118.5756990485959,not suitable
rabi,23.3,20.3,891.1044626386397,923.2598021330843,not suitable
pre-kharif,29.3,24.1,1039.723417892712,672.1605035737097,not suitable
kharif,26.2,22.3,875.8885652083723,1114.9267805142854,not suitable
rabi,25.8,20.9,1056.6474677948725,915.7777405303746,not suitable
rabi,23.9,18.6,922.784601073635,857.5088247404475,not suitable
kharif,27.1,21.8,950.7899765365718,1417.9244517786237,not suitable
pre-kharif,34.3,17.5,1242.568666680096,1057.0523390306337,not suitable
rabi,23.6,19.1,996.6058889701476,772.090154358942,not suitable
kharif,29.2,21.7,1002.1480432808862,1207.1355714615988,suitable
pre-kharif,25.5,23.3,760.469268271871,856.7623641861067,not suitable
pre-kharif,36.0,22.1,1281.6062321000024,1245.3480651957918,suitable
rabi,20.2,18.1,753.2452562606852,699.6062509525568,not suitable
kharif,28.9,22.8,1072.2538722085073,1395.1106268554504,suitable
rabi,26.3,19.3,1053.7036257731404,881.9134465977879,not suitable
rabi,22.4,21.8,958.4699301778063,866.0604639845965,not suitable
kharif,27.5,21.2,967.4758859642824,1180.2554865309908,not suitable
kharif,26.5,21.2,1011.5152346461676,1321.4696859898029,suitable
kharif,30.6,21.0,1069.298792637135,1589.865970500813,not suitable
kharif,29.5,21.3,1098.1477969120378,1132.6125977599802,suitable
kharif,28.3,22.4,1068.896982325158,1463.0020332101087,suitable
rabi,21.3,19.7,869.320529353719,889.7673871248867,not suitable
kharif,24.1,21.8,856.1375364040796,1406.0607101167775,not suitable
rabi,21.7,20.6,802.8824659487976,596.6199765496641,not suitable
kharif,32.9,21.5,1210.25007211108,1094.7525865046437,not suitable
kharif,27.5,21.5,1066.9229902959044,1386.5973362211653,suitable
kharif,26.6,20.0,901.2384800861364,1310.9669197739443,not suitable
kharif,26.6,21.5,1005.1782355705857,1313.7361643885688,suitable
rabi,22.7,21.8,894.1889305273968,852.5453289005775,not suitable
pre-kharif,30.0,23.8,1114.914877664645,748.9523112716973,not suitable
kharif,29.7,20.3,1023.5488871096438,1351.4704399210725,suitable
pre-kharif,30.5,21.6,1020.9528436599815,931.1867847632293,not suitable
kharif,28.8,20.6,1116.7994221992806,1248.4932650198446,suitable
kharif,29.7,22.5,1071.8612264998865,1310.5574825460972,suitable
kharif,25.9,22.3,891.8992472270818,1336.7270947413615,not suitable
rabi,27.1,20.4,1152.417210883058,755.0143032649959,not suitable
kharif,27.0,20.7,962.0808807256815,1416.8666837060362,not suitable
rabi,26.6,21.8,1054.0594743526078,678.4933997315609,not suitable
kharif,32.1,23.2,1126.2020645862754,1089.9734912604645,not suitable
kharif,28.8,22.0,934.3354297870662,1508.7969888040668,not suitable
pre-kharif,29.0,22.9,925.1308550723916,1075.0905710796121,not suitable
pre-kharif,28.5,23.8,848.6150473715517,1516.3909960628112,not suitable
kharif,27.6,21.5,1008.255272319361,1137.7601313236491,suitable
kharif,25.8,21.6,955.2613408092976,1419.4145130988973,not suitable
pre-kharif,33.8,24.0,1166.0823745477385,1164.8492171973237,not suitable
pre-kharif,26.4,21.8,839.6683302107635,738.093774155911,not suitable
pre-kharif,30.7,21.9,975.8187253778026,1391.5007867399438,not suitable
rabi,27.3,21.0,1104.9517715435513,917.0773131931288,not suitable
kharif,29.6,21.2,1080.9723057241304,1311.971551122663,suitable
kharif,30.9,21.3,1040.4030409953184,1121.3558489947304,suitable
pre-kharif,27.9,24.3,939.6030738698369,1110.7427456307703,not suitable
kharif,29.8,22.9,1111.4682018345827,1381.6854939890964,suitable
pre-kharif,27.8,19.0,856.9832510691754,1312.5130294051276,not suitable
pre-kharif,37.5,21.2,1388.3607797679192,1191.0652012615758,not suitable
kharif,27.6,20.8,924.6097149539231,1165.6500136155742,not suitable
pre-kharif,31.1,24.3,1099.153790795439,997.6806709187117,not suitable
pre-kharif,31.9,23.4,1166.6203290723734,773.4922393485095,not suitable
pre-kharif,35.1,22.0,1216.1109689187635,893.4091429365493,not suitable
pre-kharif,25.9,21.2,750.7254707107076,1374.256237479133,not suitable
pre-kharif,35.4,21.3,1281.2895428097645,1319.2818774593347,suitable
kharif,29.1,21.5,1056.5078637475367,1470.6240411890667,suitable
rabi,22.5,20.1,866.2130764779359,827.0374067384658,not suitable
kharif,30.8,22.4,1223.730900924983,1197.630306731414,suitable
kharif,29.3,23.5,1125.4615718838977,1094.0275304080276,not suitable
pre-kharif,22.5,21.4,626.8117793003398,883.4505176123935,not suitable
rabi,25.4,18.5,1021.6956741120626,1243.9037048383234,not suitable
kharif,25.4,20.7,995.0104208927645,1551.6926881963825,not suitable
pre-kharif,28.5,24.1,818.0785907626769,569.121771981529,not suitable
kharif,23.0,21.6,737.9001199702158,1327.4850688940821,not suitable
pre-kharif,29.3,21.1,951.0568882577786,958.3540983011604,not suitable
kharif,27.5,20.1,1018.8447846432053,1436.8091386699066,suitable
kharif,30.3,21.7,1083.2243775638822,1178.352774280753,suitable
rabi,23.2,19.1,898.5724349331114,876.0753759800948,not suitable
kharif,26.5,20.9,823.9454966227368,1045.064319526567,not suitable
rabi,27.5,20.0,1091.337016631205,756.6364294530858,not suitable
rabi,26.3,20.5,1138.054632034473,783.9209576624464,not suitable
pre-kharif,32.0,22.6,1180.0921216414615,944.0835809388809,not suitable
pre-kharif,30.4,21.1,1034.4290701305733,951.2726851079937,not suitable
kharif,27.7,22.0,978.9734940068664,1577.2090355537475,not suitable
kharif,27.3,21.1,957.8734349256889,1299.0363355225452,not suitable
kharif,27.5,25.1,996.2286350588759,2000.0,not suitable
rabi,23.1,18.5,890.2435579958733,963.2811753332996,not suitable
rabi,27.3,18.8,1053.0398934592524,1007.6697451222822,not suitable
kharif,26.2,21.6,958.9449296461994,1402.316225159933,not suitable
kharif,30.8,22.7,1055.0346437716348,1250.6523520381022,suitable
rabi,26.3,22.5,1069.6883817272292,500.0,not suitable
rabi,21.7,18.8,877.5155109594925,851.4033965213491,not suitable
rabi,21.2,19.0,853.1855335239196,655.2853342794165,not suitable
pre-kharif,29.4,23.5,895.268654908971,1111.497094480738,not suitable
kharif,27.8,20.8,957.5161888702512,1334.381213362041,not suitable
pre-kharif,30.1,20.6,999.7138318612724,1191.535147751989,not suitable
pre-kharif,25.6,23.2,792.6109365229522,1219.0354233390979,not suitable
pre-kharif,25.5,19.1,818.5954161716884,1093.2356967935305,not suitable
kharif,26.6,20.7,968.7017912154486,1562.491826062978,not suitable
kharif,30.4,22.0,991.3838041561814,1295.1429119109546,not suitable
pre-kharif,31.9,19.0,1135.2199929366654,697.5687942615652,not suitable
kharif,24.4,21.5,904.3997938444716,1449.2820016457458,not suitable
kharif,29.3,21.0,1109.771453713629,1033.1423648569312,not suitable
kharif,30.3,21.9,1107.112066505429,1479.9805600394036,suitable
pre-kharif,31.9,22.5,1095.5104142066907,934.0363279029372,not suitable
kharif,31.8,21.3,1216.8824687987758,1090.622227110932,not suitable
rabi,20.9,21.3,771.816009966977,925.8150173736163,not suitable
pre-kharif,34.9,20.4,1221.1159429807676,1585.3702189987673,not suitable
pre-kharif,28.5,24.8,870.8857203969415,1077.7153102812035,not suitable
kharif,27.8,22.4,977.6162234625723,1460.5813090997262,not suitable
rabi,28.3,18.9,1261.7855296197008,671.3056910651624,not suitable
kharif,28.4,20.3,981.6580022969507,1359.935262614823,not suitable
kharif,29.0,20.6,1011.330524477405,1285.691227754379,suitable
kharif,27.7,21.8,986.0875128767816,1285.1472662504318,not suitable
kharif,27.1,21.2,923.0676065516305,1262.637749164635,not suitable
pre-kharif,32.5,19.4,1104.3360062622546,1076.337327162484,not suitable
kharif,27.2,20.8,979.6905860127471,1182.5482306942367,not suitable
rabi,21.8,21.8,976.01411401036,721.0826003554946,not suitable
kharif,27.4,21.9,926.7826219672866,1904.2017252404835,not suitable
rabi,30.4,22.0,1200.3098041453597,819.0386987577999,not suitable
rabi,22.6,22.1,857.8818940858638,717.4365074971665,not suitable
pre-kharif,29.3,20.8,918.8322396782131,1074.5448622295035,not suitable
rabi,21.8,19.5,791.6890948239686,689.5572979076164,not suitable
pre-kharif,33.1,22.1,1109.1835937289504,1086.6243068248634,not suitable
kharif,24.9,18.8,826.3984719284506,1677.2244463038944,not suitable
pre-kharif,33.4,22.1,1210.2293638364538,620.876905677806,not suitable
pre-kharif,30.5,20.4,1012.4113610588206,953.2244693158373,not suitable
kharif,33.7,18.6,1071.5200776314878,1510.7865713864373,not suitable
pre-kharif,29.5,19.7,957.4226317085593,992.4500785669225,not suitable
kharif,27.6,18.7,1004.4094864223241,1175.7002149454254,not suitable
kharif,27.0,20.4,877.9542448066873,1340.7796490665444,not suitable
pre-kharif,32.6,20.7,1158.4039243496138,1292.1391229312928,suitable
pre-kharif,31.8,21.3,1113.1367024712458,1009.5801778289893,not suitable
kharif,26.0,23.9,888.4402124752992,1314.4768888148972,not suitable
kharif,25.2,22.6,822.618856172528,1278.8302466254745,not suitable
rabi,27.7,20.3,1202.6790373044419,792.5149415082785,not suitable
kharif,32.1,22.3,1224.9335604446321,1157.9592190010355,suitable
rabi,27.1,19.6,1041.0710910219584,966.7964755744739,not suitable
kharif,26.7,21.8,847.0900109190113,1368.6351904552641,not suitable
kharif,29.0,21.6,1157.3066309140872,1433.312091550389,suitable
kharif,23.4,22.3,999.3535261582263,1180.7445161695923,not suitable
pre-kharif,28.7,25.4,838.6430398321514,719.4255178584835,not suitable
kharif,22.2,21.7,679.2330564648241,1629.0608103206405,not suitable
rabi,26.5,19.4,1049.4887356616605,946.1853944218409,not suitable
kharif,31.2,20.1,1165.0964592954497,1549.5739528127954,not suitable
rabi,27.0,22.0,1123.7482163255681,913.4714692388185,not suitable
rabi,23.1,17.8,865.5966285521517,876.364146104019,not suitable
rabi,27.7,21.2,1054.6695948470035,731.7533228756424,not suitable
rabi,25.2,19.6,1027.3875410078097,987.1039341123632,not suitable
kharif,29.7,21.9,1096.2219408093063,1384.880890987534,suitable
kharif,27.1,22.1,967.7564890312658,1127.7705962942514,not suitable
kharif,27.7,22.3,983.4477840557987,1361.6274576921985,not suitable
kharif,25.6,21.8,813.1471425190239,1342.9923048789285,not suitable
kharif,31.7,19.9,1122.007191165004,1379.2977442218137,not suitable
rabi,24.0,21.6,1073.848383438588,577.7435019867642,not suitable
kharif,26.3,21.6,923.5536141128908,1561.863052016722,not suitable
kharif,27.3,22.2,997.0579568060567,1273.8700697198672,not suitable
pre-kharif,26.0,22.6,717.038190750493,1089.82576107042,not suitable
kharif,26.5,22.2,982.9176547644468,1646.5002040033041,not suitable
pre-kharif,29.3,23.8,927.2854386631309,851.4922081557154,not suitable
rabi,25.0,21.9,999.0274578582204,867.7878011918292,not suitable
kharif,28.0,23.1,1016.442568791456,1362.4282860552566,not suitable
pre-kharif,34.1,21.5,1247.0976489230789,783.9914782920231,not suitable
pre-kharif,33.4,23.9,1135.57558043624,846.3419461748639,not suitable
kharif,31.0,20.8,1185.3966283230025,1257.1525500427754,suitable
kharif,31.4,20.9,1274.5549057891158,1714.6611494932856,not suitable
kharif,26.8,22.1,1019.617771214585,1430.6387489981048,suitable
pre-kharif,26.6,18.0,815.4048118644512,1114.6058514197064,not suitable
kharif,29.0,21.6,1083.9277933020107,1233.5484933305795,suitable
kharif,28.2,22.4,967.862682105793,1312.6940644629651,not suitable
kharif,27.2,23.3,949.9700545769944,1398.8638653038915,not suitable
kharif,32.5,22.8,1265.3171813540318,1277.5666614587326,suitable
kharif,30.7,21.4,1168.8082376479824,1320.2421575129406,suitable
pre-kharif,26.9,20.9,931.2012583024904,1286.277319964736,not suitable
rabi,27.3,19.2,1122.2271257177104,936.6920165160615,not suitable
kharif,29.3,21.8,1081.966898918329,1183.0212421052274,suitable
kharif,31.2,22.5,1176.1155017683084,1070.278335927792,not suitable
pre-kharif,34.1,23.7,1098.9313832116961,1101.404285764204,not suitable
kharif,30.4,23.1,1116.0833547387074,1316.0613062203415,not suitable
pre-kharif,27.1,21.0,791.9029144908008,1134.7412424519782,not suitable
kharif,27.6,23.2,954.6928437251295,1321.1747737020926,not suitable
rabi,26.8,20.0,993.2033567769379,786.570265903081,not suitable
kharif,28.8,21.4,1017.770544650533,1381.5219527893112,suitable
pre-kharif,31.9,25.2,1171.2245019749978,1099.2290325435554,not suitable
pre-kharif,27.8,23.6,905.3593840997903,1020.4721734918562,not suitable
kharif,31.2,22.6,1161.8552275957998,1216.3819486404325,suitable
pre-kharif,34.4,21.0,1207.257480403307,1149.56789351122,suitable
pre-kharif,28.3,22.1,942.8747259798741,616.4641595590545,not suitable
rabi,19.0,21.0,749.5295132748895,698.6724411733096,not suitable
kharif,26.2,22.4,919.2656088961584,1113.6967896227193,not suitable
pre-kharif,33.2,20.3,1174.2657513549298,1022.4663207606623,not suitable
rabi,26.4,21.2,1155.5896540525616,794.4604149690183,not suitable
pre-kharif,30.1,21.6,1010.3133783568544,811.4074010446778,not suitable
rabi,27.3,16.6,1071.514633520027,694.0629478926661,not suitable
kharif,30.9,21.4,1179.5628846656502,1162.9741796720896,suitable
rabi,23.7,21.1,979.403495511269,880.9805962303882,not suitable
kharif,27.7,22.8,1025.4642369195406,1468.3923450259833,suitable
rabi,25.7,22.2,984.6671345752105,955.2153271697744,not suitable
rabi,25.6,20.3,919.406397478301,869.8893866528105,not suitable
pre-kharif,30.7,19.7,1047.4476744870185,1261.852039666251,not suitable
rabi,20.2,21.2,775.435784612158,860.2298692464295,not suitable
kharif,31.1,22.1,1195.7359092956128,1203.7570906707613,suitable
kharif,27.5,19.8,996.372928180888,1235.3507278838006,not suitable
kharif,28.8,20.4,991.3975168745,1253.9725419054992,not suitable
kharif,27.4,22.3,1015.7370611816326,1210.3496948429517,suitable
pre-kharif,24.4,23.4,671.5482723281516,970.9978149101229,not suitable
kharif,27.0,22.9,1059.13251509965,1200.0682134885617,suitable
kharif,26.4,19.6,989.056648949521,1175.6838837538107,not suitable
rabi,24.5,21.7,1053.5103620342215,922.5773951431087,not suitable
rabi,23.8,19.8,894.8330474041801,942.7875566224639,not suitable
kharif,30.5,21.7,1123.1149426981958,1528.0287172965625,not suitable
kharif,23.8,21.4,795.3754093561112,1406.1246148722241,not suitable
pre-kharif,23.3,20.1,618.6884438747384,1006.2088129202651,not suitable
pre-kharif,29.6,23.5,961.2352625781656,740.0671343156362,not suitable
pre-kharif,30.4,22.2,986.4860615086915,1225.5211447345823,not suitable
kharif,25.9,21.7,905.89021845758,1501.3182934673296,not suitable
pre-kharif,26.7,20.3,831.7549914291656,566.8380985499067,not suitable
rabi,24.8,21.7,989.1281331619273,691.3771009659808,not suitable
kharif,26.5,20.7,956.6853590844786,1536.6362509374387,not suitable
kharif,26.7,22.3,960.809530508683,991.2626820084191,not suitable
kharif,32.0,21.9,1170.3026088892225,1352.5526328873116,suitable
pre-kharif,25.6,24.6,854.4163168022657,1117.830302420171,not suitable
kharif,31.0,20.9,1192.038309555838,1214.9807927707893,suitable
kharif,28.6,21.1,1070.7148866263371,1478.7940369856958,suitable
kharif,27.0,20.1,1011.8445066276902,1193.4041992916762,suitable
kharif,29.8,20.8,1193.841946466394,1151.1156473917345,suitable
rabi,23.9,19.3,999.7567869966872,599.5851433383315,not suitable
rabi,26.2,19.5,1077.7559298828724,842.7880272455035,not suitable
kharif,24.6,21.5,887.2769779780906,1101.7473664374297,not suitable
kharif,32.1,20.5,1253.6575508029387,1255.382411186266,suitable
kharif,26.3,18.6,1046.612904135766,1444.7479419067577,not suitable
pre-kharif,31.3,23.0,1126.8739172765006,849.9272083214271,not suitable
kharif,27.3,18.1,1027.6273572491777,1338.9985988043784,not suitable
pre-kharif,31.6,23.6,1140.8244213444111,856.6481806619647,not suitable
kharif,27.3,22.4,914.599764719303,1131.559938115933,not suitable
kharif,26.8,21.6,904.9842861635483,1666.5373081821842,not suitable
pre-kharif,29.1,21.1,959.0520158601984,1045.73489900741,not suitable
rabi,23.0,19.5,827.5171829545926,951.3994881468333,not suitable
rabi,27.7,20.4,1116.0075555769513,594.7809988330234,not suitable
rabi,26.2,23.2,1151.485759501087,810.3917250875741,not suitable
kharif,30.7,21.1,1179.2754739823288,1401.1748041584674,suitable
rabi,27.4,20.0,1144.725573833281,988.4861858152009,not suitable
pre-kharif,31.2,23.3,1142.0009885748646,870.3153323294378,not suitable
rabi,30.1,20.9,1228.337022019538,782.720627410839,not suitable
pre-kharif,26.8,24.1,848.4958279522958,1090.8733266362644,not suitable
rabi,29.7,20.5,1164.8800941662714,1064.0358978695087,not suitable
pre-kharif,29.4,22.1,963.0006982277536,649.0908934436205,not suitable
rabi,21.7,21.9,846.824105764602,1027.3177166839635,not suitable
rabi,27.0,22.1,1062.3578064215876,773.0572633045058,not suitable
pre-kharif,35.1,26.1,1223.208670320028,907.0942581476683,not suitable
kharif,29.5,23.6,1182.1132789183462,1422.0015646121765,not suitable
rabi,23.8,19.1,916.56935814518,746.6977861905553,not suitable
kharif,30.8,21.7,1184.1189321877516,1507.7776646320053,not suitable
rabi,33.9,19.9,1388.4625796988125,749.2788632369568,not suitable
kharif,26.2,22.3,979.2306240249771,1075.8473887094428,not suitable
kharif,28.2,21.8,980.0940562886608,1170.2282168650643,not suitable
pre-kharif,30.3,22.4,958.8449288677672,1432.3990459404968,not suitable
pre-kharif,29.9,24.0,1044.046971641378,1091.8758338575788,not suitable
rabi,25.7,19.0,1098.9085551789085,820.4861470658242,not suitable
kharif,29.5,21.0,1107.1866028606385,1429.5034030190584,suitable
kharif,29.0,21.2,958.8492032031828,1183.9040973378467,not suitable
kharif,24.7,22.6,804.3560381863008,1259.3956219217,not suitable
kharif,29.8,21.5,1087.7021954893592,1288.3910465090505,suitable
rabi,28.6,19.8,1210.5138765644742,641.9945589085314,not suitable
rabi,26.2,19.1,1091.2011377031522,620.122570627677,not suitable
kharif,29.3,21.5,1087.7737651533007,1121.841279542193,suitable
rabi,18.1,20.7,655.9231825331569,522.542572610343,not suitable
rabi,23.0,20.1,871.003918378528,500.0,not suitable
kharif,26.4,21.6,854.872844388004,1246.9885849954683,not suitable
rabi,23.1,18.8,1012.4580829966341,1172.5107315770788,not suitable
pre-kharif,36.7,21.8,1260.5488597855083,1033.9213743413502,not suitable
pre-kharif,25.5,23.0,776.7067034942688,1487.4233194127362,not suitable
rabi,24.1,18.5,958.1142983645061,550.8098293266353,not suitable
kharif,24.2,18.8,813.6343537035715,1444.6742541099725,not suitable
rabi,26.2,20.1,1032.0716719015688,772.8470690052985,not suitable
rabi,26.4,19.6,988.8124887692741,768.5055924215255,not suitable
pre-kharif,30.9,20.2,991.7830042138867,626.7605408851146,not suitable
rabi,17.6,19.2,624.9589161894594,777.5121770214204,not suitable
kharif,29.0,21.6,1120.1087947592825,1414.1547757341416,suitable
kharif,33.4,19.6,1287.3662314711153,1478.1466405852232,not suitable
kharif,20.6,18.3,1009.2839016010148,1460.6600224682595,not suitable
rabi,24.6,18.9,938.2691439845067,1012.5852185720495,not suitable
pre-kharif,35.3,22.7,1182.777820803302,849.5383259827234,not suitable
kharif,28.6,20.8,1017.2133046517896,1362.3291855323037,suitable
kharif,29.9,20.8,1088.9682506776244,1349.937017082955,suitable
rabi,23.2,17.1,961.2361606827566,677.2470929111913,not suitable
kharif,24.8,22.3,818.3107193359209,1338.5604383996067,not suitable
pre-kharif,30.5,21.4,907.4146141028468,922.899776991512,not suitable
pre-kharif,32.8,20.0,1183.7808284096911,1187.2862569769247,suitable
kharif,28.0,20.2,933.6043260856276,1209.2649168255182,not suitable
rabi,28.0,22.5,1154.8184275582012,555.4003771764941,not suitable
pre-kharif,27.7,24.5,887.1024766385776,1191.4026049193583,not suitable
pre-kharif,27.7,21.6,869.2934064727851,840.9682757342179,not suitable
rabi,26.5,19.8,1074.790440327487,723.7410448254236,not suitable
pre-kharif,31.0,20.3,1094.2134521636328,1220.9031410572238,suitable
rabi,24.1,22.9,905.4528148881652,705.8429692951452,not suitable
kharif,25.8,22.0,858.8041741145646,577.1675392864173,not suitable
rabi,25.5,20.2,1098.1815449386295,526.5338061161966,not suitable
pre-kharif,32.1,20.7,1164.1661491356083,922.5045660201718,not suitable
pre-kharif,33.4,19.7,1160.1072344422007,1274.2119704384017,not suitable
rabi,20.4,22.6,752.247620204451,837.683621692707,not suitable
rabi,27.0,21.8,1094.4251321643299,500.0,not suitable
rabi,23.8,20.0,924.0296330441198,500.0,not suitable
pre-kharif,35.5,24.6,1166.2253808302394,813.4030469082413,not suitable
rabi,23.0,20.0,883.1710477421096,747.3840802417227,not suitable
rabi,28.2,18.8,1124.576695899027,654.0826587733198,not suitable
kharif,30.8,22.1,1008.645405486974,1200.5686744490285,suitable
rabi,25.4,22.3,1049.0127652125857,945.396412066752,not suitable
rabi,23.1,20.0,867.8040229197935,758.8756998847791,not suitable
kharif,30.3,21.2,1230.7218860025105,1252.0040370736124,suitable
pre-kharif,29.9,21.8,979.487400713417,975.6393104741171,not suitable
kharif,28.0,20.1,1018.3489664369431,1205.2560573251155,suitable
pre-kharif,34.0,22.9,1174.1471430172812,906.6185650009893,not suitable
kharif,26.3,21.8,1045.3999366620462,1363.580663150219,suitable
kharif,27.5,22.9,913.756484373591,1330.639782867401,not suitable
pre-kharif,29.3,23.4,887.0315539411164,1235.1668649998348,not suitable
kharif,26.5,21.6,915.5097181401242,1347.2364730922286,not suitable
pre-kharif,32.3,20.7,1153.6660363847386,900.7241362724874,not suitable
rabi,23.3,20.0,940.1635924199634,808.1822956365927,not suitable
rabi,25.9,20.0,1039.7970176981091,892.9788539083012,not suitable
pre-kharif,30.8,22.7,1045.1139123929452,991.5462299832983,not suitable
rabi,25.9,20.7,1067.5224030357106,844.4671073587051,not suitable
kharif,26.0,20.4,863.5046632498442,676.8972219430269,not suitable
pre-kharif,31.0,20.6,1089.103821056998,1106.677495754352,not suitable
pre-kharif,31.0,25.5,1077.4723359616778,1115.2200019394172,not suitable
kharif,28.1,21.5,957.7583766685154,1492.3103477973782,not suitable
rabi,24.7,19.8,1040.1122043654193,822.0483791823717,not suitable
rabi,22.3,21.3,833.701435882746,685.4501217320733,not suitable
pre-kharif,25.5,23.5,795.7864002860775,1194.0973227560887,not suitable
pre-kharif,27.4,21.5,822.4153197772324,1043.1291098527624,not suitable
kharif,28.9,22.4,1101.1628356566584,649.3573509711171,not suitable
pre-kharif,30.1,21.2,1025.470471341176,919.753312891465,not suitable
pre-kharif,23.8,21.8,727.021123841548,932.4499991915018,not suitable
pre-kharif,32.0,21.4,1095.456704698866,1005.1476669855997,not suitable
rabi,21.9,19.6,886.3685675984451,649.4109624119574,not suitable
rabi,23.4,20.0,884.0466433024402,824.0309880761631,not suitable
kharif,29.9,22.3,1077.3419427560707,1460.406152615005,suitable
rabi,19.8,23.0,1041.2855840115453,667.9762168807871,not suitable
kharif,28.5,19.8,1042.947234813937,1379.843748882605,not suitable
kharif,27.8,20.9,1072.8189632901335,1480.9837984403584,suitable
pre-kharif,32.0,24.9,1197.645876481325,1051.1854162429256,not suitable
kharif,27.7,21.2,1047.2126726993963,1566.2241252446283,not suitable
rabi,24.6,19.9,976.887107421694,928.4991223927098,not suitable
